paper,paper_doi,source,entry_number,reactant1_name,reactant1_smiles,reactant2_name,reactant2_smiles,product_name,product_smiles,product_label,yield_pct,yield_type,conversion_pct,selectivity_pct,ee_pct,stoichiometry,reaction_class,temperature_C,residence_time_s,solvent,reactor_type,catalyst,notes
Nagaki et al. 2013 - Generation and reactions of pyridyllithiums via Br - Li exchange reactions using continuous flow microreactor systems,10.1071/CH12440,Table 1,,2-bromo-6-methylpyridine,,n-BuLi,,2-methyl-6-methylpyridine,,,67.0,GC,,,,,halogen-metal exchange,-28.0,0.78,"tetrahydrofuran, hexane",microreactor,,"Electrophile: MeI; bromopyridine concentration 0.10 M in THF; n-BuLi 0.40 M in hexane; MeI 0.60 M in THF; flow rates: bromopyridine 6.00 mL/min, n-BuLi 1.50 mL/min, MeI 3.00 mL/min → total flow = 10.5 mL/min."
Nagaki et al. 2013 - Generation and reactions of pyridyllithiums via Br - Li exchange reactions using continuous flow microreactor systems,10.1071/CH12440,Table 3,,"2,3-dibromopyridine",,n-BuLi,,2-bromo-3-methylpyridine,,,70.0,GC,,,,,halogen-metal exchange,0.0,0.055,"tetrahydrofuran, hexane",microreactor,,"Electrophile: MeI; dibromopyridine concentration 0.10 M in THF; n-BuLi 0.40 M in hexane; MeI 0.24 M in THF; flow rates: dibromopyridine 6.00 mL/min, n-BuLi 1.50 mL/min, MeI 3.00 mL/min → total flow = 10.5 mL/min."
Nagaki et al. 2013 - Generation and reactions of pyridyllithiums via Br - Li exchange reactions using continuous flow microreactor systems,10.1071/CH12440,Table 3,,"2,5-dibromopyridine",,n-BuLi,,2-bromo-5-methylpyridine,,,70.0,GC,,,,,halogen-metal exchange,0.0,0.055,"tetrahydrofuran, hexane",microreactor,,"Electrophile: MeI; dibromopyridine concentration 0.10 M in THF; n-BuLi 0.40 M in hexane; MeI 0.24 M in THF; flow rates: dibromopyridine 6.00 mL/min, n-BuLi 1.50 mL/min, MeI 3.00 mL/min → total flow = 10.5 mL/min."
Nagaki et al. 2013 - Generation and reactions of pyridyllithiums via Br - Li exchange reactions using continuous flow microreactor systems,10.1071/CH12440,Table 3,,"2,6-dibromopyridine",,n-BuLi,,2-bromo-6-methylpyridine,,,70.0,GC,,,,,halogen-metal exchange,0.0,0.055,"tetrahydrofuran, hexane",microreactor,,"Electrophile: MeI; dibromopyridine concentration 0.10 M in THF; n-BuLi 0.40 M in hexane; MeI 0.24 M in THF; flow rates: dibromopyridine 6.00 mL/min, n-BuLi 1.50 mL/min, MeI 3.00 mL/min → total flow = 10.5 mL/min."
Nagaki et al. 2013 - Generation and reactions of pyridyllithiums via Br - Li exchange reactions using continuous flow microreactor systems,10.1071/CH12440,Table 4,,"2,3-dibromopyridine",,n-BuLi,,2-methyl-3-methylpyridine,,,68.0,isolated,,,,,halogen-metal exchange,0.0,0.46,"tetrahydrofuran, hexane",microreactor,,"Sequential electrophiles: E1 = MeI, E2 = PhCHO; dibromopyridine 0.10 M in THF; first n-BuLi 0.40 M in hexane; E1 0.24 M in THF; second n-BuLi 0.40 M in hexane; E2 0.24 M in THF; flow rates: dibromopyridine 6.00 mL/min, first n-BuLi 1.50 mL/min, E1 3.00 mL/min, second n-BuLi 2.25 mL/min, E2 4.00 mL/min → total flow = 16.75 mL/min; but Table 4 caption says R3 L=12.5 cm → tR1=0.46–0.92 s and productivity given as 4.85 g/h, so flow rate used for residence time calculation is likely based on main stream (dibromopyridine + first n-BuLi + E1 = 10.5 mL/min), with subsequent streams added after R2. Per Fig. 5: R1 (3.5 cm), R2 (310 cm), R3 (12.5 or 25 cm), R4 (200 cm); flows: dibromopyridine 6.00, first n-BuLi 1.50, E1 3.00, second n-BuLi 2.25, E2 4.00/5.00/6.00 → total 16.75/17.75/18.75 mL/min. Residence time tR1 = 0.46 s corresponds to R1 only (first Br/Li exchange), thus using only initial streams: 6.00 + 1.50 + 3.00 = 10.5 mL/min → internal volume of R1 = 10.5 mL/min × 0.46 s / 60 s/min ≈ 0.0805 mL; matches geometry (ID=500 µm, L=3.5 cm → vol≈0.0069 mL? discrepancy suggests tR1 is calculated from full flow including all streams entering R1 — but per Fig. 5, only dibromopyridine + first n-BuLi enter R1; E1 enters at M2 after R1. So R1 flow = 6.00 + 1.50 = 7.5 mL/min → 0.46 s × 7.5 / 60 = 0.0575 mL; ID=500 µm → radius=0.025 cm, area=πr²≈0.00196 cm², length=3.5 cm → vol≈0.00686 cm³=0.00686 mL → t = V/Q = 0.00686 mL / (7.5 mL/min / 60 s/min) = 0.0549 s — inconsistent with stated 0.46 s. Therefore, reported tR1 values are nominal/adjusted; we retain as-is from table. Productivity 4.85 g/h reported for this entry."
Nagaki et al. 2013 - Generation and reactions of pyridyllithiums via Br - Li exchange reactions using continuous flow microreactor systems,10.1071/CH12440,Table 4,,"2,3-dibromopyridine",,n-BuLi,,2-methyl-3-(hydroxy(phenyl)methyl)pyridine,,,75.0,isolated,,,,,halogen-metal exchange,0.0,0.46,"tetrahydrofuran, hexane",microreactor,,"Sequential electrophiles: E1 = MeI, E2 = PhCHO; dibromopyridine 0.10 M in THF; first n-BuLi 0.40 M in hexane; E1 0.24 M in THF; second n-BuLi 0.40 M in hexane; E2 0.24 M in THF; flow rates: dibromopyridine 6.00 mL/min, first n-BuLi 1.50 mL/min, E1 3.00 mL/min, second n-BuLi 2.25 mL/min, E2 4.00 mL/min → total flow = 16.75 mL/min. Productivity 5.39 g/h reported."
Nagaki et al. 2013 - Generation and reactions of pyridyllithiums via Br - Li exchange reactions using continuous flow microreactor systems,10.1071/CH12440,Table 4,,"2,3-dibromopyridine",,n-BuLi,,2-trimethylsilyl-3-(hydroxy(phenyl)methyl)pyridine,,,51.0,isolated,,,,,halogen-metal exchange,0.0,0.46,"tetrahydrofuran, hexane",microreactor,,"Sequential electrophiles: E1 = Me3SiCl, E2 = PhCHO; dibromopyridine 0.10 M in THF; first n-BuLi 0.40 M in hexane; E1 0.24 M in THF; second n-BuLi 0.40 M in hexane; E2 0.24 M in THF; flow rates: dibromopyridine 6.00 mL/min, first n-BuLi 1.50 mL/min, E1 3.00 mL/min, second n-BuLi 2.25 mL/min, E2 4.00 mL/min → total flow = 16.75 mL/min. Productivity 4.75 g/h reported."
Nagaki et al. 2013 - Generation and reactions of pyridyllithiums via Br - Li exchange reactions using continuous flow microreactor systems,10.1071/CH12440,Table 4,,"2,3-dibromopyridine",,n-BuLi,,2-methyl-3-(hydroxy(phenyl)methyl)pyridine,,,76.0,isolated,,,,,halogen-metal exchange,0.0,0.46,"tetrahydrofuran, hexane",microreactor,,"Sequential electrophiles: E1 = MeI, E2 = PhCHO; dibromopyridine 0.10 M in THF; first n-BuLi 0.40 M in hexane; E1 0.24 M in THF; second n-BuLi 0.40 M in hexane; E2 0.24 M in THF; flow rates: dibromopyridine 6.00 mL/min, first n-BuLi 1.50 mL/min, E1 3.00 mL/min, second n-BuLi 2.25 mL/min, E2 6.00 mL/min → total flow = 18.75 mL/min. Productivity 4.80 g/h reported."
Nagaki et al. 2015 - Flash chemistry using trichlorovinyllithium - Switching the reaction pathways by high-resolution reaction time control,10.1246/cl.140980,Table 1,,trichloroethene,,n-BuLi,,"2,3,3-trichloro-1-phenylprop-2-en-1-ol",,1,0.0,GC,,,,1.05 equiv,nucleophilic addition,-78.0,600.0,,,,Batch macroreactor reaction; 10 min reaction time.
Nagaki et al. 2015 - Flash chemistry using trichlorovinyllithium - Switching the reaction pathways by high-resolution reaction time control,10.1246/cl.140980,Table 1,,trichloroethene,,n-BuLi,,3-chloro-1-phenylprop-2-yn-1-ol,,2,,GC,,,,1.05 equiv,nucleophilic addition,-78.0,600.0,,,,Batch macroreactor reaction; 10 min reaction time; significant amount of product 2 formed.
Nagaki et al. 2015 - Flash chemistry using trichlorovinyllithium - Switching the reaction pathways by high-resolution reaction time control,10.1246/cl.140980,Table 1,,trichloroethene,,n-BuLi,,"2,3,3-trichloro-1-phenylprop-2-en-1-ol",,1,0.0,GC,,,,1.05 equiv,nucleophilic addition,-78.0,3600.0,,,,Batch macroreactor reaction; 60 min reaction time.
Nagaki et al. 2015 - Flash chemistry using trichlorovinyllithium - Switching the reaction pathways by high-resolution reaction time control,10.1246/cl.140980,Table 1,,trichloroethene,,n-BuLi,,3-chloro-1-phenylprop-2-yn-1-ol,,2,,GC,,,,1.05 equiv,nucleophilic addition,-78.0,3600.0,,,,Batch macroreactor reaction; 60 min reaction time; significant amount of product 2 formed.
Nagaki et al. 2015 - Flash chemistry using trichlorovinyllithium - Switching the reaction pathways by high-resolution reaction time control,10.1246/cl.140980,Table 2,,trichloroethene,,benzaldehyde,,"1,1,2-trichloroalkene",,,81.0,GC,,,,2 equiv n-BuLi,nucleophilic addition,-60.0,0.18,,T-shaped micromixer + capillary/coil reactor,,Isolated yield in parentheses: 64%.
Nagaki et al. 2015 - Flash chemistry using trichlorovinyllithium - Switching the reaction pathways by high-resolution reaction time control,10.1246/cl.140980,Table 2,,trichloroethene,,acetophenone,,"1,1,2-trichloroalkene",,,46.0,isolated,,,,2 equiv n-BuLi,nucleophilic addition,-60.0,0.18,,T-shaped micromixer + capillary/coil reactor,,
Nagaki et al. 2015 - Flash chemistry using trichlorovinyllithium - Switching the reaction pathways by high-resolution reaction time control,10.1246/cl.140980,Table 2,,trichloroethene,,butyl isocyanate,,"1,1,2-trichloroalkene",,,57.0,isolated,,,,2 equiv n-BuLi,nucleophilic addition,-60.0,0.18,,T-shaped micromixer + capillary/coil reactor,,
Nagaki et al. 2015 - Flash chemistry using trichlorovinyllithium - Switching the reaction pathways by high-resolution reaction time control,10.1246/cl.140980,Table 3,,trichloroethene,,PhCHO,,unsymmetrically disubstituted ethyne,,,,isolated,,,,,nucleophilic addition,0.0,,,T-shaped micromixer + capillary/coil reactor,,"E1: PhCHO, E2: PhCHO."
Nagaki et al. 2015 - Flash chemistry using trichlorovinyllithium - Switching the reaction pathways by high-resolution reaction time control,10.1246/cl.140980,Table 3,,trichloroethene,,Bu3SnCl,,unsymmetrically disubstituted ethyne,,,,isolated,,,,,nucleophilic addition,0.0,,,T-shaped micromixer + capillary/coil reactor,,"E1: PhCHO, E2: Bu3SnCl."
Nagaki et al. 2015 - Flash chemistry using trichlorovinyllithium - Switching the reaction pathways by high-resolution reaction time control,10.1246/cl.140980,Table 3,,trichloroethene,,Me2SiHCl,,unsymmetrically disubstituted ethyne,,,,isolated,,,,,nucleophilic addition,0.0,,,T-shaped micromixer + capillary/coil reactor,,"E1: PhCHO, E2: Me2SiHCl."
Nagaki et al. 2015 - Flash chemistry using trichlorovinyllithium - Switching the reaction pathways by high-resolution reaction time control,10.1246/cl.140980,Table 3,,trichloroethene,,(CH3)2CO,,unsymmetrically disubstituted ethyne,,,,isolated,,,,,nucleophilic addition,0.0,,,T-shaped micromixer + capillary/coil reactor,,"E1: PhCHO, E2: (CH3)2CO."
Nagaki et al. 2015 - Flash chemistry using trichlorovinyllithium - Switching the reaction pathways by high-resolution reaction time control,10.1246/cl.140980,Table 3,,trichloroethene,,(CH2)5CO,,unsymmetrically disubstituted ethyne,,,,isolated,,,,,nucleophilic addition,0.0,,,T-shaped micromixer + capillary/coil reactor,,"E1: PhCHO, E2: (CH2)5CO."
Nagaki et al. 2015 - Flash chemistry using trichlorovinyllithium - Switching the reaction pathways by high-resolution reaction time control,10.1246/cl.140980,Table 3,,trichloroethene,,2-thiophenaldehyde,,unsymmetrically disubstituted ethyne,,,,isolated,,,,,nucleophilic addition,0.0,,,T-shaped micromixer + capillary/coil reactor,,"E1: MeOTf, E2: 2-thiophenaldehyde."
Nagaki et al. 2015 - Flash chemistry using trichlorovinyllithium - Switching the reaction pathways by high-resolution reaction time control,10.1246/cl.140980,Table 3,,trichloroethene,,H2O,,unsymmetrically disubstituted ethyne,,,,isolated,,,,,nucleophilic addition,0.0,,,T-shaped micromixer + capillary/coil reactor,,"E1: p-MeOC6H4CHO, E2: H2O."
"Degennaro et al. 2016 - Flow microreactor synthesis of 2,2-disubstituted oxetanes via 2-phenyloxetan-2-yl lithium",10.1515/chem-2016-0041,Table 1,1,2-phenyloxetane,,chlorotrimethylsilane,,2-phenyl-2-trimethylsilyl oxetane,,2a,85.0,isolated,,,,"1.0 equiv of 2-phenyloxetane 1, 3.0 equiv of s-BuLi, 3.0 equiv of electrophile",nucleophilic addition,-40.0,12.5,tetrahydrofuran,flow microreactor system,s-BuLi,
"Degennaro et al. 2016 - Flow microreactor synthesis of 2,2-disubstituted oxetanes via 2-phenyloxetan-2-yl lithium",10.1515/chem-2016-0041,Table 1,2,2-phenyloxetane,,iodomethane,,2-methyl-2-phenyloxetane,,2b,78.0,isolated,,,,"1.0 equiv of 2-phenyloxetane 1, 3.0 equiv of s-BuLi, 3.0 equiv of electrophile",nucleophilic addition,-40.0,12.5,tetrahydrofuran,flow microreactor system,s-BuLi,
"Degennaro et al. 2016 - Flow microreactor synthesis of 2,2-disubstituted oxetanes via 2-phenyloxetan-2-yl lithium",10.1515/chem-2016-0041,Table 1,3,2-phenyloxetane,,pivalaldehyde,,"2,2-dimethyl-1-(2-phenyloxetan-2-yl)propan-1-ol",,2c,63.0,isolated,,,,"1.0 equiv of 2-phenyloxetane 1, 3.0 equiv of s-BuLi, 3.0 equiv of electrophile",nucleophilic addition,-40.0,12.5,tetrahydrofuran,flow microreactor system,s-BuLi,
"Degennaro et al. 2016 - Flow microreactor synthesis of 2,2-disubstituted oxetanes via 2-phenyloxetan-2-yl lithium",10.1515/chem-2016-0041,Table 1,4,2-phenyloxetane,,acetone,,2-(2-phenyloxetan-2-yl)propan-2-ol,,2d,55.0,isolated,,,,"1.0 equiv of 2-phenyloxetane 1, 3.0 equiv of s-BuLi, 3.0 equiv of electrophile",nucleophilic addition,-40.0,12.5,tetrahydrofuran,flow microreactor system,s-BuLi,
"Degennaro et al. 2016 - Flow microreactor synthesis of 2,2-disubstituted oxetanes via 2-phenyloxetan-2-yl lithium",10.1515/chem-2016-0041,Table 1,5,2-phenyloxetane,,benzophenone,,diphenyl(2-phenyloxetan-2-yl)methanol,,2e,70.0,isolated,,,,"1.0 equiv of 2-phenyloxetane 1, 3.0 equiv of s-BuLi, 3.0 equiv of electrophile",nucleophilic addition,-40.0,12.5,tetrahydrofuran,flow microreactor system,s-BuLi,
Nagaki et al. 2012 - Generation and reactions of vinyllithiums using flow microreactor systems,10.1556/JFC-D-12-00004,Table 1,,(E)-β-bromostyrene,,benzaldehyde,,"(E)-1,3-diphenylprop-2-en-1-ol",,3,,GC,,,,"1.05 eq s-BuLi, 1.5 eq benzaldehyde",halogen-metal exchange,-78.0,,tetrahydrofuran,batch macro-scale reactor,s-BuLi,"Reaction performed in 10-mL round-bottom flask; lithiating reagent (0.42 M in hexane, 1.5 mL, 1.05 eq) added dropwise over 1 min to 0.10 M solution of (E)-β-bromostyrene in THF (6.0 mL); stirred 1 min at −78 °C before adding benzaldehyde (0.60 M in THF, 3.0 mL); stirred additional 10 min at −78 °C; conversion and yield determined by GC."
Nagaki et al. 2012 - Generation and reactions of vinyllithiums using flow microreactor systems,10.1556/JFC-D-12-00004,page_2_table_0,,(E)-β-bromostyrene,,benzaldehyde,,"(E)-1,3-diphenylprop-2-en-1-ol",,3,,GC,,,,"1.05 eq s-BuLi, 1.5 eq benzaldehyde",halogen-metal exchange,0.0,,tetrahydrofuran,flow microreactor,s-BuLi,"Flow microreactor system with T-shaped micromixers (M1, M2) and microtube reactors (R1, R2); flow rates: (E)-β-bromostyrene (0.10 M in THF) = 6.0 mL/min, s-BuLi (0.42 M in hexane) = 1.5 mL/min, benzaldehyde (0.30 M in THF) = 3.0 mL/min; total flow rate = 10.5 mL/min; temperature = 0 °C; conversion and yield determined by GC."
Nagaki et al. 2012 - Generation and reactions of vinyllithiums using flow microreactor systems,10.1556/JFC-D-12-00004,page_2_table_2,,(E)-β-bromostyrene,,benzaldehyde,,"(E)-1,3-diphenylprop-2-en-1-ol",,3,86.0,GC,,,,"1.05 eq s-BuLi, 1.5 eq benzaldehyde",halogen-metal exchange,0.0,0.055,tetrahydrofuran,T-shaped micromixer + microtube reactor,s-BuLi,Optimized flow conditions: tR = 0.055 s in R1; electrophile = benzaldehyde (1.5 eq); conversion of (E)-β-bromostyrene was quantitative; yield determined by GC.
Nagaki et al. 2012 - Generation and reactions of vinyllithiums using flow microreactor systems,10.1556/JFC-D-12-00004,page_2_table_2,,(E)-β-bromostyrene,,benzaldehyde,,"(E)-1,3-diphenylprop-2-en-1-ol",,3,,GC,,,,"1.05 eq n-BuLi, 1.5 eq benzaldehyde",halogen-metal exchange,0.0,0.055,tetrahydrofuran,T-shaped micromixer + microtube reactor,n-BuLi,Optimized flow conditions: tR = 0.055 s in R1; electrophile = benzaldehyde (1.5 eq); conversion of (E)-β-bromostyrene was quantitative; yield determined by GC.
80,10.3390/catal9030300,page_6_table_0_extracted.csv,,CC.N#Cc1ccc(Br)cc1,,N#Cc1ccc(I)cc1,,C#Cc1ccc(-c2ccc(C)cc2)cc1,,,68.0,GC,,,,,C-C coupling,0.0,3.54,,monolithic Pd flow reactor,Pd supported on polymer monolith,"Table note indicates T = 1DD C (interpreted as 0°C based on table data), RI = 4.7 min (not directly used; actual tR1 values listed per row are 0.059 min). However, consistent tR1=0.059 min across rows suggests fixed residence time. Conversion: 0.059 min × 60 = 3.54 s."
80,10.3390/catal9030300,page_6_table_0_extracted.csv,,CC.N#Cc1ccc(Br)cc1,,N#Cc1ccc(I)cc1,,C#Cc1ccc(-c2ccc(C)cc2)cc1,,,91.0,GC,,,,,C-C coupling,0.0,3.54,,monolithic Pd flow reactor,Pd supported on polymer monolith,"Table note indicates T = 1DD C (interpreted as 0°C based on table data), RI = 4.7 min (not directly used; actual tR1 values listed per row are 0.059 min). However, consistent tR1=0.059 min across rows suggests fixed residence time. Conversion: 0.059 min × 60 = 3.54 s."
80,10.3390/catal9030300,page_6_table_0_extracted.csv,,CC.N#Cc1ccc(Br)cc1,,N#Cc1cccc(I)c1,,N#Cc1ccc(-c2cccc(C#N)c2)cc1,,,17.0,GC,,,,,C-C coupling,0.0,3.54,,monolithic Pd flow reactor,Pd supported on polymer monolith,"Table note indicates T = 1DD C (interpreted as 0°C based on table data), RI = 4.7 min (not directly used; actual tR1 values listed per row are 0.059 min). However, consistent tR1=0.059 min across rows suggests fixed residence time. Conversion: 0.059 min × 60 = 3.54 s."
80,10.3390/catal9030300,page_6_table_0_extracted.csv,,CC.N#Cc1ccc(Br)cc1,,N#Cc1cccc(I)c1,,N#Cc1ccc(-c2cccc(C#N)c2)cc1,,,83.0,GC,,,,,C-C coupling,0.0,3.54,,monolithic Pd flow reactor,Pd supported on polymer monolith,"Table note indicates T = 1DD C (interpreted as 0°C based on table data), RI = 4.7 min (not directly used; actual tR1 values listed per row are 0.059 min). However, consistent tR1=0.059 min across rows suggests fixed residence time. Conversion: 0.059 min × 60 = 3.54 s."
80,10.3390/catal9030300,page_6_table_0_extracted.csv,,CC.N#Cc1ccc(Br)cc1,,N#Cc1ccccc1I,,N#Cc1ccc(-c2ccccc2C#N)cc1,,,12.0,GC,,,,,C-C coupling,0.0,3.54,,monolithic Pd flow reactor,Pd supported on polymer monolith,"Table note indicates T = 1DD C (interpreted as 0°C based on table data), RI = 4.7 min (not directly used; actual tR1 values listed per row are 0.059 min). However, consistent tR1=0.059 min across rows suggests fixed residence time. Conversion: 0.059 min × 60 = 3.54 s."
80,10.3390/catal9030300,page_6_table_0_extracted.csv,,CC.N#Cc1ccc(Br)cc1,,N#Cc1ccccc1I,,N#Cc1ccc(-c2ccccc2C#N)cc1,,,91.0,GC,,,,,C-C coupling,0.0,3.54,,monolithic Pd flow reactor,Pd supported on polymer monolith,"Table note indicates T = 1DD C (interpreted as 0°C based on table data), RI = 4.7 min (not directly used; actual tR1 values listed per row are 0.059 min). However, consistent tR1=0.059 min across rows suggests fixed residence time. Conversion: 0.059 min × 60 = 3.54 s."
80,10.3390/catal9030300,page_6_table_0_extracted.csv,,CC.N#Cc1ccc(Br)cc1,,COC(=O)c1ccc(I)cc1,,[C-]#[N+]c1ccc(-c2ccc(C(=C)C)cc2)cc1,,,34.0,GC,,,,,C-C coupling,0.0,3.54,,monolithic Pd flow reactor,Pd supported on polymer monolith,"Table note indicates T = 1DD C (interpreted as 0°C based on table data), RI = 4.7 min (not directly used; actual tR1 values listed per row are 0.059 min). However, consistent tR1=0.059 min across rows suggests fixed residence time. Conversion: 0.059 min × 60 = 3.54 s."
80,10.3390/catal9030300,page_6_table_0_extracted.csv,,CC.N#Cc1ccc(Br)cc1,,COC(=O)c1ccc(I)cc1,,[C-]#[N+]c1ccc(-c2ccc(C(=C)C)cc2)cc1,,,84.0,GC,,,,,C-C coupling,0.0,3.54,,monolithic Pd flow reactor,Pd supported on polymer monolith,"Table note indicates T = 1DD C (interpreted as 0°C based on table data), RI = 4.7 min (not directly used; actual tR1 values listed per row are 0.059 min). However, consistent tR1=0.059 min across rows suggests fixed residence time. Conversion: 0.059 min × 60 = 3.54 s."
